scenario	requested_bytes	observed_latency_ms	channel	corr	total_ms	queue_ms	translate_ms	exec_ms	format_ms	finalize_ms	egress_ms	egress_enqueue_ms	egress_queue_ms	egress_prepare_ms	egress_write_ms	frame_bytes	writer_queue_depth	writer_active	writer_queue_full	reserve_timeouts
cpu-saturation	262144	6.652	1	800000	6.519	4.608	0.013	0.097	0.300	0.010	1.232	0.892	0.004	0.031	0.304	786782	1	false	false	0
cpu-saturation	4096	15.073	2	800001	14.992	14.603	0.012	0.004	0.014	0.002	0.078	0.041	0.004	0.001	0.032	12632	1	false	false	0
cpu-saturation	4096	25.197	3	800002	25.057	24.624	0.016	0.005	0.009	0.002	0.120	0.040	0.004	0.001	0.074	12632	1	false	false	0
cpu-saturation	4096	35.242	4	800003	35.080	34.667	0.014	0.005	0.008	0.002	0.121	0.040	0.004	0.001	0.076	12632	1	false	false	0
cpu-saturation	262144	47.053	5	800004	46.903	44.683	0.013	0.065	0.268	0.002	1.607	1.292	0.005	0.031	0.279	786782	1	false	false	0
cpu-saturation	4096	55.149	6	800005	55.058	54.705	0.011	0.004	0.008	0.002	0.058	0.033	0.003	0.001	0.021	12632	1	false	false	0
cpu-saturation	4096	65.313	7	800006	65.120	64.742	0.011	0.004	0.008	0.001	0.081	0.036	0.004	0.001	0.041	12632	1	false	false	0
cpu-saturation	4096	75.184	8	800007	75.088	74.747	0.006	0.003	0.006	0.001	0.048	0.033	0.003	0.001	0.012	12632	1	false	false	0
cpu-saturation	262144	86.826	1	800008	86.703	84.785	0.013	0.037	0.268	0.002	1.318	1.006	0.005	0.031	0.275	786782	1	false	false	0
cpu-saturation	4096	95.449	2	800009	95.270	94.830	0.013	0.005	0.008	0.002	0.127	0.040	0.005	0.001	0.081	12632	1	false	false	0
cpu-saturation	4096	105.729	3	800010	105.519	105.078	0.012	0.005	0.008	0.002	0.127	0.044	0.004	0.001	0.078	12632	1	false	false	0
cpu-saturation	4096	129.496	4	800011	129.361	129.007	0.014	0.003	0.004	0.001	0.063	0.034	0.003	0.000	0.026	12632	1	false	false	0
cpu-saturation	262144	130.449	5	800012	130.346	129.189	0.002	0.048	0.108	0.000	0.729	0.378	0.001	0.022	0.329	786782	1	false	false	0
cpu-saturation	4096	147.434	6	800013	147.234	146.778	0.020	0.008	0.011	0.003	0.138	0.047	0.007	0.001	0.083	12632	1	false	false	0
cpu-saturation	4096	154.730	7	800014	154.610	154.222	0.013	0.003	0.004	0.001	0.089	0.049	0.005	0.001	0.033	12632	1	false	false	0
cpu-saturation	4096	154.836	8	800015	154.699	154.257	0.002	0.001	0.002	0.000	0.155	0.140	0.003	0.001	0.011	12632	1	false	false	0
cpu-saturation	262144	155.576	1	800016	155.337	154.270	0.002	0.050	0.107	0.000	0.625	0.481	0.003	0.023	0.118	786782	1	false	false	0
cpu-saturation	4096	155.657	2	800017	155.385	154.435	0.002	0.002	0.003	0.000	0.656	0.648	0.001	0.000	0.008	12632	1	false	false	0
cpu-saturation	4096	155.728	3	800018	155.409	154.444	0.001	0.002	0.002	0.000	0.666	0.659	0.001	0.000	0.006	12632	1	false	false	0
cpu-saturation	4096	155.803	4	800019	155.431	154.460	0.001	0.001	0.002	0.000	0.670	0.663	0.001	0.000	0.006	12632	1	false	false	0
cpu-saturation	262144	156.049	5	800020	155.931	154.473	0.001	0.028	0.134	0.000	0.996	0.882	0.002	0.013	0.099	786782	1	false	false	0
cpu-saturation	4096	156.134	6	800021	155.950	154.641	0.001	0.001	0.002	0.000	1.022	1.010	0.001	0.000	0.011	12632	1	false	false	0
cpu-saturation	4096	156.213	7	800022	155.971	154.653	0.001	0.002	0.003	0.000	1.027	1.018	0.001	0.000	0.007	12632	1	false	false	0
cpu-saturation	4096	156.392	8	800023	156.289	154.664	0.001	0.001	0.003	0.000	1.333	1.314	0.004	0.001	0.014	12632	1	false	false	0
cpu-saturation	262144	157.592	1	800024	157.414	154.670	0.001	0.013	0.092	0.000	2.345	2.055	0.003	0.032	0.254	786782	1	false	false	0
cpu-saturation	4096	157.683	2	800025	157.498	154.780	0.001	0.001	0.002	0.000	2.423	2.409	0.003	0.001	0.011	12632	1	false	false	0
cpu-saturation	4096	157.778	3	800026	157.637	154.788	0.001	0.001	0.003	0.000	2.551	2.538	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	157.945	4	800027	157.839	154.798	0.001	0.002	0.002	0.000	2.742	2.730	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	262144	159.059	5	800028	158.888	154.807	0.001	0.023	0.092	0.000	3.668	3.446	0.003	0.031	0.188	786782	1	false	false	0
cpu-saturation	4096	159.187	6	800029	158.980	154.930	0.001	0.001	0.004	0.000	3.746	3.727	0.002	0.001	0.016	12632	1	false	false	0
cpu-saturation	4096	159.274	7	800030	159.047	154.937	0.001	0.001	0.003	0.000	3.800	3.788	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	4096	159.387	8	800031	159.227	154.946	0.001	0.001	0.003	0.000	3.990	3.978	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	262144	160.801	1	800032	160.327	154.795	0.004	0.029	0.093	0.000	5.246	4.990	0.004	0.031	0.220	786782	1	false	false	0
cpu-saturation	4096	160.902	2	800033	160.438	154.922	0.002	0.001	0.002	0.000	5.341	5.321	0.003	0.001	0.016	12632	1	false	false	0
cpu-saturation	4096	161.071	3	800034	160.661	154.933	0.001	0.001	0.003	0.000	5.550	5.538	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	4096	161.164	4	800035	160.718	154.939	0.002	0.001	0.004	0.000	5.598	5.586	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	262144	162.373	5	800036	161.911	154.942	0.001	0.033	0.119	0.000	6.637	6.419	0.003	0.031	0.184	786782	1	false	false	0
cpu-saturation	4096	162.473	6	800037	161.991	155.107	0.001	0.002	0.002	0.000	6.696	6.681	0.003	0.001	0.012	12632	1	false	false	0
cpu-saturation	4096	162.581	7	800038	162.172	155.144	0.034	0.005	0.014	0.002	6.786	6.736	0.040	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	162.712	8	800039	162.316	155.424	0.008	0.003	0.007	0.001	6.684	6.523	0.151	0.001	0.009	12632	2	false	false	0
cpu-saturation	262144	167.572	1	800040	167.113	165.453	0.011	0.031	0.337	0.002	1.087	0.810	0.004	0.034	0.240	786782	1	false	false	0
cpu-saturation	4096	177.807	2	800041	177.317	176.964	0.013	0.005	0.009	0.002	0.130	0.051	0.004	0.001	0.074	12632	1	false	false	0
cpu-saturation	4096	187.761	3	800042	187.332	187.011	0.012	0.004	0.008	0.001	0.093	0.044	0.004	0.001	0.045	12632	1	false	false	0
cpu-saturation	4096	200.916	4	800043	200.487	200.190	0.007	0.003	0.006	0.001	0.075	0.040	0.003	0.001	0.031	12632	1	false	false	0
cpu-saturation	262144	213.104	5	800044	212.368	210.219	0.006	0.030	0.266	0.001	1.640	1.271	0.004	0.031	0.335	786782	1	false	false	0
cpu-saturation	4096	223.504	6	800045	222.420	222.151	0.027	0.003	0.004	0.001	0.055	0.028	0.002	0.000	0.024	12632	1	false	false	0
cpu-saturation	4096	247.416	7	800046	246.934	240.477	0.015	0.005	0.009	0.002	6.244	6.190	0.005	0.001	0.048	12632	1	false	false	0
cpu-saturation	4096	251.493	8	800047	250.913	250.611	0.006	0.003	0.006	0.001	0.101	0.071	0.002	0.001	0.027	12632	1	false	false	0
cpu-saturation	262144	274.780	1	800048	274.267	264.457	0.012	0.037	0.268	0.002	9.303	0.966	0.004	0.031	8.302	786782	1	false	false	0
cpu-saturation	4096	275.536	2	800049	275.038	274.763	0.005	0.002	0.003	0.000	0.075	0.050	0.006	0.001	0.018	12632	1	false	false	0
cpu-saturation	4096	275.644	3	800050	275.241	274.844	0.012	0.005	0.007	0.002	0.129	0.114	0.003	0.000	0.011	12632	1	false	false	0
cpu-saturation	4096	291.508	4	800051	291.022	285.594	0.014	0.005	0.009	0.002	5.152	5.101	0.006	0.001	0.044	12632	1	false	false	0
cpu-saturation	262144	307.023	5	800052	306.469	298.397	0.014	0.038	0.268	0.002	7.502	2.594	0.007	0.032	4.869	786782	1	false	false	0
cpu-saturation	4096	309.809	6	800053	309.117	308.741	0.012	0.005	0.008	0.002	0.096	0.064	0.004	0.001	0.028	12632	1	false	false	0
cpu-saturation	4096	309.983	7	800054	309.548	309.123	0.006	0.003	0.006	0.001	0.154	0.131	0.002	0.001	0.020	12632	1	false	false	0
cpu-saturation	4096	335.644	8	800055	326.860	323.448	0.012	0.004	0.008	0.002	3.128	3.075	0.004	0.001	0.047	12632	1	false	false	0
cpu-saturation	262144	348.323	1	800056	338.474	335.105	0.006	0.029	0.472	0.001	2.602	2.293	0.003	0.031	0.275	786782	1	false	false	0
cpu-saturation	4096	353.293	2	800057	349.129	347.806	0.011	0.004	0.008	0.002	1.036	0.851	0.004	0.001	0.180	12632	1	false	false	0
cpu-saturation	4096	384.948	3	800058	380.871	363.965	0.012	0.005	0.009	0.002	16.614	16.528	0.006	0.001	0.078	12632	1	false	false	0
cpu-saturation	4096	395.900	4	800059	391.829	384.250	0.011	0.004	0.007	0.002	7.287	7.271	0.003	0.001	0.012	12632	1	false	false	0
cpu-saturation	262144	406.978	5	800060	405.638	395.361	0.005	0.031	0.300	0.001	9.668	9.356	0.004	0.031	0.277	786782	1	false	false	0
cpu-saturation	4096	418.212	6	800061	412.269	406.450	0.009	0.004	0.007	0.001	5.522	5.459	0.004	0.001	0.059	12632	1	false	false	0
cpu-saturation	4096	426.199	7	800062	425.526	417.686	0.007	0.003	0.006	0.001	7.547	7.488	0.006	0.001	0.053	12632	1	false	false	0
cpu-saturation	4096	428.495	8	800063	428.081	427.718	0.010	0.004	0.006	0.002	0.060	0.034	0.002	0.001	0.023	12632	1	false	false	0
cpu-saturation	262144	441.978	1	800064	441.313	439.053	0.006	0.032	0.267	0.001	1.816	1.716	0.002	0.014	0.084	786782	1	false	false	0
cpu-saturation	4096	450.035	2	800065	449.336	449.064	0.012	0.005	0.008	0.002	0.094	0.039	0.005	0.001	0.049	12632	1	false	false	0
cpu-saturation	4096	460.000	3	800066	459.322	459.083	0.008	0.003	0.009	0.001	0.064	0.032	0.003	0.001	0.028	12632	1	false	false	0
cpu-saturation	4096	470.126	4	800067	469.399	469.113	0.011	0.005	0.008	0.002	0.105	0.038	0.004	0.001	0.062	12632	1	false	false	0
cpu-saturation	262144	482.310	5	800068	481.406	479.189	0.013	0.036	0.276	0.002	1.733	1.402	0.007	0.034	0.291	786782	1	false	false	0
cpu-saturation	4096	490.229	6	800069	489.505	489.224	0.013	0.005	0.009	0.002	0.092	0.038	0.006	0.001	0.047	12632	1	false	false	0
cpu-saturation	4096	500.915	7	800070	500.171	499.848	0.014	0.005	0.008	0.002	0.132	0.049	0.005	0.001	0.077	12632	1	false	false	0
cpu-saturation	4096	529.019	8	800071	528.326	528.121	0.004	0.002	0.003	0.000	0.028	0.019	0.002	0.000	0.007	12632	1	false	false	0
cpu-saturation	262144	535.094	1	800072	534.237	533.458	0.004	0.019	0.093	0.001	0.491	0.362	0.002	0.025	0.102	786782	1	false	false	0
cpu-saturation	4096	535.212	2	800073	534.278	533.582	0.001	0.002	0.003	0.000	0.517	0.510	0.001	0.000	0.006	12632	1	false	false	0
cpu-saturation	4096	535.283	3	800074	534.335	533.594	0.002	0.001	0.002	0.000	0.559	0.522	0.001	0.000	0.037	12632	1	false	false	0
cpu-saturation	4096	535.593	4	800075	534.358	533.613	0.003	0.001	0.003	0.000	0.558	0.553	0.001	0.000	0.004	12632	1	false	false	0
cpu-saturation	262144	535.875	5	800076	534.768	533.625	0.002	0.014	0.092	0.000	0.850	0.733	0.001	0.014	0.102	786782	1	false	false	0
cpu-saturation	4096	535.989	6	800077	535.155	533.742	0.003	0.001	0.003	0.000	1.218	1.190	0.006	0.001	0.020	12632	1	false	false	0
cpu-saturation	4096	536.060	7	800078	535.222	533.754	0.002	0.001	0.002	0.000	1.270	1.256	0.003	0.001	0.011	12632	1	false	false	0
cpu-saturation	4096	536.136	8	800079	535.287	533.761	0.001	0.001	0.002	0.000	1.324	1.311	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	262144	537.453	1	800080	536.728	533.768	0.001	0.016	0.107	0.000	2.634	2.335	0.004	0.032	0.264	786782	1	false	false	0
cpu-saturation	4096	537.545	2	800081	536.801	533.899	0.002	0.001	0.002	0.000	2.693	2.679	0.003	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	537.640	3	800082	536.936	533.906	0.001	0.001	0.002	0.000	2.818	2.801	0.002	0.001	0.013	12632	1	false	false	0
cpu-saturation	4096	537.803	4	800083	537.162	533.921	0.001	0.001	0.002	0.000	3.025	3.012	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	262144	538.892	5	800084	538.218	534.539	0.002	0.011	0.100	0.000	3.349	3.120	0.004	0.032	0.193	786782	1	false	false	0
cpu-saturation	4096	545.512	6	800085	544.865	544.570	0.014	0.006	0.007	0.002	0.046	0.033	0.003	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	549.861	7	800086	549.321	548.944	0.004	0.002	0.003	0.001	0.146	0.041	0.004	0.001	0.100	12632	1	false	false	0
cpu-saturation	4096	550.049	8	800087	549.407	548.964	0.001	0.001	0.002	0.000	0.215	0.199	0.004	0.001	0.012	12632	1	false	false	0
cpu-saturation	262144	551.234	1	800088	550.523	548.970	0.002	0.015	0.092	0.000	1.216	0.951	0.004	0.031	0.230	786782	1	false	false	0
cpu-saturation	4096	551.333	2	800089	550.601	549.085	0.001	0.002	0.003	0.000	1.267	1.252	0.003	0.001	0.012	12632	1	false	false	0
cpu-saturation	4096	551.464	3	800090	550.659	549.096	0.001	0.001	0.002	0.000	1.313	1.301	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	4096	551.538	4	800091	550.788	549.105	0.001	0.001	0.002	0.000	1.431	1.419	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	262144	552.765	5	800092	552.067	549.116	0.003	0.013	0.092	0.000	2.593	2.369	0.003	0.031	0.191	786782	1	false	false	0
cpu-saturation	4096	552.863	6	800093	552.140	549.232	0.002	0.002	0.003	0.000	2.649	2.635	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	552.940	7	800094	552.197	549.240	0.001	0.001	0.002	0.000	2.694	2.682	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	4096	553.105	8	800095	552.478	549.251	0.001	0.001	0.002	0.000	2.962	2.949	0.002	0.001	0.010	12632	1	false	false	0
cpu-saturation	262144	554.216	1	800096	553.262	549.143	0.001	0.011	0.092	0.000	3.909	3.684	0.003	0.031	0.191	786782	1	false	false	0
cpu-saturation	4096	554.328	2	800097	553.337	549.259	0.009	0.004	0.007	0.001	3.945	3.926	0.002	0.001	0.016	12632	1	false	false	0
cpu-saturation	4096	554.414	3	800098	553.397	549.310	0.005	0.002	0.006	0.000	3.960	3.948	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	4096	560.397	4	800099	559.513	559.332	0.010	0.004	0.006	0.002	0.041	0.029	0.002	0.001	0.009	12632	1	false	false	0
cpu-saturation	262144	585.496	5	800100	578.474	573.739	0.011	0.033	0.267	0.002	4.298	3.998	0.003	0.031	0.266	786782	1	false	false	0
cpu-saturation	4096	595.768	6	800101	588.894	584.624	0.007	0.004	0.008	0.001	4.122	4.078	0.003	0.001	0.039	12632	1	false	false	0
cpu-saturation	4096	605.905	7	800102	600.696	594.883	0.005	0.002	0.006	0.000	5.669	5.636	0.002	0.001	0.030	12632	1	false	false	0
cpu-saturation	4096	612.636	8	800103	610.859	604.958	0.006	0.003	0.006	0.001	5.752	5.740	0.002	0.000	0.010	12632	1	false	false	0
cpu-saturation	262144	650.960	1	800104	641.390	623.815	0.130	0.036	0.268	0.002	17.002	15.275	0.006	0.031	1.689	786782	1	false	false	0
cpu-saturation	4096	651.038	2	800105	641.511	640.905	0.011	0.005	0.007	0.002	0.440	0.424	0.003	0.001	0.012	12632	1	false	false	0
cpu-saturation	4096	662.667	3	800106	660.461	651.579	0.008	0.004	0.006	0.001	8.716	8.701	0.002	0.001	0.011	12632	1	false	false	0
cpu-saturation	4096	672.916	4	800107	670.624	661.771	0.005	0.002	0.006	0.000	8.689	8.676	0.002	0.001	0.011	12632	1	false	false	0
cpu-saturation	262144	683.660	5	800108	682.215	672.010	0.006	0.028	0.267	0.001	9.750	9.458	0.003	0.031	0.258	786782	1	false	false	0
cpu-saturation	4096	691.600	6	800109	690.693	682.760	0.008	0.004	0.007	0.001	7.757	7.717	0.003	0.001	0.036	12632	1	false	false	0
cpu-saturation	4096	693.953	7	800110	693.070	692.841	0.006	0.002	0.006	0.001	0.057	0.032	0.002	0.001	0.022	12632	1	false	false	0
cpu-saturation	4096	704.001	8	800111	703.153	702.863	0.013	0.005	0.009	0.002	0.097	0.042	0.004	0.001	0.050	12632	1	false	false	0
cpu-saturation	262144	716.186	1	800112	715.015	712.890	0.021	0.038	0.268	0.002	1.631	1.177	0.006	0.032	0.416	786782	1	false	false	0
cpu-saturation	4096	724.431	2	800113	723.536	723.240	0.013	0.005	0.008	0.002	0.098	0.045	0.004	0.001	0.048	12632	1	false	false	0
cpu-saturation	4096	734.137	3	800114	733.258	732.975	0.012	0.005	0.008	0.002	0.085	0.037	0.004	0.001	0.043	12632	1	false	false	0
cpu-saturation	4096	744.271	4	800115	743.333	743.013	0.013	0.005	0.008	0.002	0.125	0.041	0.004	0.001	0.078	12632	1	false	false	0
cpu-saturation	262144	756.950	5	800116	755.761	753.392	0.021	0.046	0.334	0.002	1.887	1.313	0.006	0.031	0.537	786782	1	false	false	0
cpu-saturation	4096	765.141	6	800117	764.051	763.806	0.013	0.005	0.008	0.002	0.133	0.078	0.005	0.001	0.048	12632	1	false	false	0
cpu-saturation	4096	774.698	7	800118	773.644	773.442	0.013	0.005	0.008	0.002	0.088	0.036	0.004	0.001	0.046	12632	1	false	false	0
cpu-saturation	4096	784.696	8	800119	783.656	783.463	0.010	0.006	0.008	0.001	0.078	0.035	0.004	0.001	0.038	12632	1	false	false	0
cpu-saturation	262144	796.180	1	800120	795.097	793.502	0.012	0.036	0.269	0.001	1.184	0.879	0.004	0.031	0.270	786782	1	false	false	0
cpu-saturation	4096	804.902	2	800121	803.791	803.533	0.013	0.005	0.008	0.002	0.136	0.048	0.004	0.001	0.082	12632	1	false	false	0
cpu-saturation	4096	814.869	3	800122	813.790	813.565	0.014	0.005	0.008	0.002	0.100	0.045	0.005	0.001	0.049	12632	1	false	false	0
cpu-saturation	4096	841.740	4	800123	833.463	830.508	0.013	0.005	0.008	0.002	2.825	2.738	0.004	0.001	0.081	12632	1	false	false	0
cpu-saturation	262144	852.514	5	800124	845.101	840.748	0.005	0.029	0.266	0.001	3.947	3.579	0.003	0.031	0.334	786782	1	false	false	0
cpu-saturation	4096	862.702	6	800125	855.135	851.527	0.008	0.004	0.007	0.001	3.479	3.457	0.004	0.001	0.018	12632	1	false	false	0
cpu-saturation	4096	872.966	7	800126	865.760	861.709	0.005	0.002	0.006	0.000	3.925	3.898	0.002	0.001	0.025	12632	1	false	false	0
cpu-saturation	4096	883.158	8	800127	875.905	871.972	0.005	0.002	0.006	0.001	3.808	3.780	0.003	0.001	0.024	12632	1	false	false	0
depth1	4096	1.690	1	800000	0.305	0.029	0.039	0.006	0.032	0.044	0.039	0.022	0.002	0.002	0.013	12632	1	false	false	0
depth128	262144	3.599	1	800000	3.461	0.021	0.007	0.050	0.110	0.005	3.200	0.494	0.112	0.063	2.531	786782	17	false	false	0
depth128	4096	3.629	2	800001	3.485	0.189	0.002	0.002	0.004	0.000	3.206	0.547	2.653	0.000	0.005	12632	18	false	false	0
depth128	4096	3.651	3	800002	3.497	0.197	0.001	0.001	0.003	0.000	3.211	0.723	2.483	0.000	0.004	12632	2	true	false	0
depth128	4096	3.678	4	800003	3.508	0.205	0.004	0.001	0.003	0.000	3.208	0.716	2.488	0.000	0.004	12632	3	true	false	0
depth128	262144	8.851	5	800004	8.725	0.213	0.002	0.028	0.107	0.000	8.287	0.970	2.106	0.019	5.193	786782	4	true	false	0
depth128	4096	8.919	6	800005	8.762	0.354	0.001	0.001	0.003	0.000	8.313	0.966	7.341	0.001	0.006	12632	5	true	false	0
depth128	4096	8.939	7	800006	8.781	0.362	0.001	0.002	0.003	0.000	8.320	0.959	7.353	0.000	0.008	12632	6	true	false	0
depth128	4096	8.961	8	800007	8.801	0.373	0.001	0.001	0.002	0.000	8.332	0.957	7.364	0.000	0.011	12632	7	true	false	0
depth128	262144	9.142	1	800008	8.983	0.379	0.001	0.023	0.117	0.000	8.368	1.129	7.062	0.022	0.154	786782	8	true	false	0
depth128	4096	9.178	2	800009	9.000	0.524	0.001	0.001	0.003	0.000	8.374	1.125	7.244	0.000	0.004	12632	9	true	false	0
depth128	4096	9.203	3	800010	9.009	0.532	0.001	0.001	0.002	0.000	8.375	1.123	7.249	0.000	0.003	12632	10	true	false	0
depth128	4096	9.224	4	800011	9.018	0.539	0.001	0.002	0.003	0.000	8.374	1.118	7.252	0.000	0.003	12632	11	true	false	0
depth128	262144	9.341	5	800012	9.178	0.547	0.001	0.012	0.100	0.000	8.420	1.367	6.894	0.028	0.131	786782	12	true	false	0
depth128	4096	9.367	6	800013	9.195	0.663	0.001	0.001	0.003	0.000	8.428	1.365	7.058	0.000	0.005	12632	13	true	false	0
depth128	4096	9.394	7	800014	9.204	0.669	0.001	0.001	0.003	0.000	8.428	1.360	7.063	0.000	0.005	12632	14	true	false	0
depth128	4096	9.421	8	800015	9.213	0.677	0.001	0.001	0.002	0.000	8.428	1.360	7.065	0.000	0.004	12632	15	true	false	0
depth128	262144	9.507	1	800016	9.356	0.683	0.001	0.012	0.116	0.000	8.442	1.556	6.743	0.016	0.127	786782	16	true	false	0
depth128	4096	9.559	2	800017	9.256	0.690	0.001	0.001	0.002	0.000	8.496	1.550	6.938	0.000	0.007	12632	17	true	false	0
depth128	4096	9.607	3	800018	9.267	0.697	0.001	0.002	0.003	0.000	8.496	1.546	6.945	0.000	0.005	12632	18	true	false	0
depth128	4096	9.628	4	800019	9.311	0.705	0.001	0.001	0.002	0.000	8.531	1.542	6.953	0.000	0.037	12632	19	true	false	0
depth128	262144	9.802	5	800020	9.468	0.712	0.001	0.029	0.147	0.000	8.508	1.715	6.667	0.020	0.105	786782	20	true	false	0
depth128	4096	9.837	6	800021	9.481	0.896	0.001	0.001	0.002	0.000	8.506	1.707	6.795	0.001	0.004	12632	21	true	false	0
depth128	4096	9.857	7	800022	9.502	0.902	0.001	0.001	0.003	0.000	8.518	1.702	6.799	0.001	0.016	12632	22	true	false	0
depth128	4096	9.883	8	800023	9.512	0.910	0.001	0.001	0.002	0.000	8.520	1.699	6.816	0.001	0.004	12632	23	true	false	0
depth128	262144	9.995	1	800024	9.637	0.912	0.001	0.029	0.093	0.000	8.518	1.898	6.499	0.013	0.108	786782	24	true	false	0
depth128	4096	10.029	2	800025	9.671	1.041	0.001	0.001	0.003	0.000	8.541	1.891	6.643	0.001	0.007	12632	25	true	false	0
depth128	4096	10.050	3	800026	9.731	1.050	0.001	0.002	0.002	0.000	8.591	1.887	6.695	0.000	0.009	12632	26	true	false	0
depth128	4096	14.480	4	800027	13.984	1.057	0.001	0.001	0.003	0.000	12.835	2.224	10.604	0.000	0.006	12632	215	true	false	0
depth128	262144	16.106	5	800028	15.713	1.066	0.001	0.013	0.097	0.000	14.448	4.982	9.358	0.013	0.095	786782	245	true	false	0
depth128	4096	16.300	6	800029	15.850	1.186	0.001	0.001	0.002	0.000	14.571	5.271	9.296	0.000	0.005	12632	249	true	false	0
depth128	4096	16.319	7	800030	15.866	1.194	0.001	0.001	0.002	0.000	14.580	5.269	9.299	0.000	0.012	12632	250	true	false	0
depth128	4096	16.342	8	800031	15.873	1.200	0.001	0.001	0.002	0.000	14.580	5.269	9.307	0.000	0.003	12632	251	true	false	0
depth128	262144	16.418	1	800032	15.981	1.207	0.001	0.041	0.111	0.000	14.530	5.425	9.003	0.013	0.089	786782	252	true	false	0
depth128	4096	16.442	2	800033	15.992	1.363	0.001	0.001	0.002	0.000	14.532	5.424	9.102	0.000	0.005	12632	253	true	false	0
depth128	4096	16.463	3	800034	16.000	1.365	0.001	0.001	0.002	0.000	14.532	5.421	9.107	0.000	0.004	12632	254	true	false	0
depth128	4096	16.481	4	800035	16.015	1.372	0.001	0.002	0.002	0.000	14.537	5.417	9.110	0.000	0.010	12632	255	true	false	0
depth128	262144	16.547	5	800036	16.142	1.380	0.001	0.011	0.097	0.000	14.551	5.631	8.796	0.013	0.111	786782	256	true	false	0
depth128	4096	18.001	6	800037	17.731	1.493	0.001	0.001	0.002	0.000	16.132	10.862	5.265	0.000	0.005	12632	225	true	true	0
depth128	4096	18.023	7	800038	17.739	1.497	0.001	0.001	0.002	0.000	16.133	10.854	5.276	0.000	0.003	12632	226	true	true	0
depth128	4096	18.048	8	800039	17.762	1.501	0.001	0.001	0.002	0.000	16.149	10.846	5.288	0.000	0.015	12632	227	true	true	0
depth128	262144	18.277	1	800040	17.931	1.508	0.001	0.010	0.134	0.000	16.169	10.695	5.396	0.013	0.064	786782	228	true	true	0
depth128	4096	18.303	2	800041	17.940	1.658	0.001	0.001	0.002	0.000	16.167	10.683	5.480	0.000	0.004	12632	229	true	true	0
depth128	4096	18.331	3	800042	17.947	1.664	0.001	0.001	0.004	0.000	16.164	10.672	5.489	0.000	0.003	12632	230	true	true	0
depth128	4096	18.398	4	800043	17.955	1.674	0.001	0.001	0.002	0.000	16.163	10.662	5.497	0.000	0.003	12632	231	true	true	0
depth128	262144	18.500	5	800044	18.028	1.682	0.001	0.011	0.096	0.000	16.123	10.548	5.506	0.013	0.056	786782	232	true	true	0
depth128	4096	18.525	6	800045	18.045	1.793	0.001	0.001	0.002	0.000	16.131	10.537	5.581	0.000	0.012	12632	233	true	true	0
depth128	4096	18.544	7	800046	18.058	1.801	0.001	0.001	0.002	0.000	16.135	10.527	5.603	0.000	0.005	12632	234	true	true	0
depth128	4096	18.563	8	800047	18.117	1.807	0.001	0.001	0.002	0.000	16.187	10.519	5.663	0.000	0.005	12632	235	true	true	0
depth128	262144	18.623	1	800048	18.271	1.817	0.003	0.011	0.111	0.000	16.210	10.386	5.674	0.017	0.133	786782	236	true	true	0
depth128	4096	14.469	2	800049	13.463	0.036	0.003	0.001	0.002	0.000	10.928	0.387	10.537	0.000	0.004	12632	216	true	false	0
depth128	4096	14.494	3	800050	13.472	0.047	0.002	0.001	0.004	0.000	10.923	0.378	10.541	0.000	0.003	12632	217	true	false	0
depth128	4096	14.519	4	800051	13.484	0.054	0.001	0.001	0.002	0.000	10.931	0.380	10.546	0.000	0.004	12632	218	true	false	0
depth128	262144	14.597	5	800052	13.606	0.058	0.001	0.011	0.097	0.000	10.943	0.584	10.242	0.025	0.092	786782	219	true	false	0
depth128	4096	14.622	6	800053	13.617	0.176	0.001	0.002	0.003	0.000	10.938	0.575	10.359	0.000	0.003	12632	220	true	false	0
depth128	4096	14.642	7	800054	13.628	0.198	0.002	0.001	0.002	0.000	10.928	0.559	10.365	0.000	0.004	12632	221	true	false	0
depth128	4096	14.669	8	800055	13.645	0.215	0.002	0.001	0.005	0.000	10.924	0.543	10.374	0.000	0.006	12632	222	true	false	0
depth128	262144	14.736	1	800056	13.917	0.285	0.006	0.050	0.101	0.001	10.976	0.660	10.048	0.013	0.255	786782	223	true	false	0
depth128	4096	14.758	2	800057	14.030	0.461	0.002	0.002	0.003	0.000	11.064	0.643	10.408	0.000	0.012	12632	224	true	false	0
